Australia;Crude_ NGL and feedstocks;Industry (PJ);01. Australia;02. Crude_ NGL and feedstocks;08. Industry (PJ);0.00;0.00;0.00;0.00;0.00;0.41;0.50;0.14;0.05;0.05;0.09;0.09;0.09;0.14;0.14;0.13;0.17;0.13;0.13;0.19;0.00;0.09;0.13;0.13;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.13;0.69;0.69;0.74;0.69;0.65;0.56;0.61;0.63;0.60;0.62;0.63;0.61;0.62;0.66;0.63;0.00;0.00;0.00;..
Australia;Crude_ NGL and feedstocks;Transport (PJ);01. Australia;02. Crude_ NGL and feedstocks;09. Transport (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;..
Australia;Crude_ NGL and feedstocks;Residential (PJ);01. Australia;02. Crude_ NGL and feedstocks;10. Residential (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;..
Australia;Crude_ NGL and feedstocks;Commercial and public services (PJ);01. Australia;02. Crude_ NGL and feedstocks;11. Commercial and public services (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;..
Australia;Crude_ NGL and feedstocks;Other final consumption (PJ);01. Australia;02. Crude_ NGL and feedstocks;12. Other final consumption (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;..
Australia;Oil products;Production (PJ);01. Australia;03. Oil products;01. Production (PJ);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Australia;Oil products;Imports (PJ);01. Australia;03. Oil products;02. Imports (PJ);135.14;143.38;153.16;182.75;134.92;152.54;154.15;147.60;164.39;176.90;156.12;110.59;103.22;94.53;104.07;110.50;156.40;128.66;156.22;175.34;116.02;93.19;120.02;123.29;136.10;137.32;159.78;125.60;152.79;170.33;177.15;171.28;204.31;376.58;406.90;500.63;459.91;602.40;653.07;667.45;622.40;761.83;841.66;868.62;967.48;1147.37;1198.72;1281.44;1272.13;1275.98;1274.53;1492.55;1729.18
Australia;Oil products;Exports (PJ);01. Australia;03. Oil products;03. Exports (PJ);-80.62;-85.50;-140.96;-114.71;-135.81;-134.90;-144.28;-161.87;-148.87;-141.55;-138.50;-137.01;-147.32;-178.69;-147.89;-164.07;-153.02;-174.85;-154.52;-144.30;-150.32;-138.47;-135.23;-124.00;-119.60;-146.76;-181.94;-176.41;-148.84;-145.00;-161.35;-204.43;-191.85;-161.64;-138.01;-146.85;-134.25;-130.86;-106.51;-102.06;-92.12;-97.80;-95.90;-87.34;-79.65;-74.43;-95.66;-95.96;-110.90;-164.80;-149.09;-159.17;-127.59
Australia;Oil products;Total energy supply (PJ);01. Australia;03. Oil products;04. Total energy supply (PJ);-40.37;-27.81;-91.38;-32.35;-92.76;-72.67;-88.50;-63.99;-73.48;-66.19;-74.63;-79.58;-128.73;-116.41;-110.25;-102.01;-81.37;-111.03;-81.16;-78.42;-121.05;-129.07;-125.30;-99.92;-114.40;-114.89;-152.99;-186.05;-128.49;-101.52;-130.84;-146.82;-100.05;67.80;123.11;184.87;162.04;310.32;375.43;406.34;367.95;477.25;565.11;601.88;694.80;854.95;906.44;922.02;903.96;946.39;1047.43;1236.94;1454.44
Australia;Oil products;Electricity_ CHP and heat plants (PJ);01. Australia;03. Oil products;05. Electricity_ CHP and heat plants (PJ);-15.76;-17.47;-18.06;-48.52;-46.52;-47.92;-49.50;-55.17;-56.57;-48.22;-46.86;-51.16;-45.28;-44.09;-39.06;-33.82;-25.39;-20.02;-26.58;-39.62;-40.51;-28.33;-28.75;-29.14;-33.19;-31.35;-24.75;-24.88;-21.04;-21.98;-25.22;-23.86;-26.84;-33.14;-34.51;-36.93;-35.44;-50.23;-37.69;-58.35;-55.76;-35.73;-62.56;-46.33;-57.11;-51.18;-50.75;-47.65;-48.31;-43.19;-44.84;-42.35;..
